,Date,Text
39,2020-02-19 08:38:02+00:00,"70 percent of the factories producing face masks are located in #China According to campany #Respilon , China has stopped exporting. Do not miss my story http://dw.com/business #coronavirus @dw_business #ChinaWuHan #ChinaCoronaVirus @dw_wirtschaft"
,Date,Text
0,2020-03-03 13:11:51+00:00,"Ebola came and disappeared or was defeated. Corona virus will also come and go, albeit without casualties. But it will go finally."
1,2020-03-03 12:05:02+00:00,"On an optimistic tip, I'm really impressed by the German response to the Coronavirus. Every day, news and current affairs shows, even on the local level, have briefings and actively show what they're doing on the ground - and it's a lot. No attempts to play down, calm &amp; rational."
2,2020-03-03 09:34:05+00:00,"From a travel perspective, backpackers and nomads may emerge as the trickiest carriers of coronavirus to trace. No fixed routes and lots of incidental contact. Two of five Prague #Covid_19 cases apparently were travelers on the circuit from Italy to Vienna, Budapest &amp; Prague."
3,2020-03-03 00:23:58+00:00,They made up the #coronavirus so guys would start washing their hands after peeing is the closest I've come to truth today. #RealTalk #RealNews
4,2020-03-02 18:09:32+00:00,"First of a series for @TheLocalEurope - as Coronavirus strikes Italy particularly hard, I took a look at the peninsula's history of fighting both epidemics and pandemics. (via @TheLocalItaly)"
5,2020-03-01 18:33:16+00:00,"I'm not lightheartedly saying this. Thanks @RedHat for being conscious about developments, providing decision making freedom to your employees and for fully embracing a work from home model. #COVID19 #coronavirus @RedHatJobs #firstcasejustkmawayfromus"
6,2020-03-01 18:21:20+00:00,Michael Mørkøv’s weekend: - Leave the UAE Tour hours before it goes on coronavirus lockdown - Fly to Berlin for track cycling worlds - Self-quarantine for 34 hours in case of exposure - Win a gold medal Coronavirus is already shaping the cycling season. 
7,2020-03-01 15:39:22+00:00,Three coronavirus cases confirmed in The #CzechRepublic. Two persons hospitalised in the capital Prague and one more in Usti nad Labem https://health.liveuamap.com/en/2020/1-march-three-coronavirus-cases-confirmed-in-the-czechrepublic via @FilipHorky
8,2020-02-29 23:28:00+00:00,My mom is very concerned that i am going to get coronavirus while in Berlin but unfortunately there are about 27 viruses im significantly more likely to contract during my time here
9,2020-02-29 20:18:13+00:00,#R2 #Referee2 #Reviewer2 loves #coronavirus #Corona #COVID19
10,2020-02-29 20:13:47+00:00,#coronavirus #COVID2019 #COVID19 stock market crash versus historical crashes... #stockmarket #stockmarketcrash #DowJones #Dow #Dax
11,2020-02-29 18:25:18+00:00,I have been in contact with an Italian club for the purpose of interviewing a Nigerian player. We agreed two weeks ago that I send a mail this week telling them when I want to be there. Because of this corona virus I no even reply sef. Make Interview wait Abeg.😀😀.
12,2020-02-29 13:25:48+00:00,Germany is weird right now.. lotta people concerned about this Corona Virus here and im just like on a whole other wave like should we find lauren a prostitute for her birthday or wait for berlin?
13,2020-02-29 10:55:43+00:00,The coronavirus panic is nothing compared to how German pensioners act when there's a platform change for a train that leaves in 20 minutes.
14,2020-02-29 08:24:34+00:00,"Today, in particular, I really, really hate the #CoronaVirus So sad to hear that the #ijf20 has been cancelled. I can only imagine what a hard choice that must have been, @_arianna et al. See you in 2021 ❤️💪🏼"
15,2020-02-29 07:18:42+00:00,Lots of event cancellations due to the coronavirus. Me: Flying to Bali 🌺 tomorrow...
16,2020-02-28 20:52:59+00:00,#Coronavirus 🦠 makes us work on a Business Continuity Plan. How can we ensure that our internet services remain up if most employees need to stay home? #WeNeverKnow Customers forced to stay home consider broadband internet even more important... 😇 #Netflix #PrimeVideo 📺
17,2020-02-28 20:12:10+00:00,"happy first Friday, in Iran, without wishing for death to others, after 40 years! Because of Corona virus, Friday praying events were canceled today. #wishforpeace"
18,2020-02-28 18:21:53+00:00,What is missing for me in the coronavirus media coverage are the stories of those who have recovered from it. There are more of those then those who died.
19,2020-02-27 08:44:47+00:00,trump rly just put a man who doesn’t believe in science *IN CHARGE* OF THE CORONAVIRUS OUTBREAK....... 2020 has fully become a nightmare
