,Text
244,"""Solidarität macht nicht an der Stadtgrenze halt"": Der Regierende Bürgermeister #MichaelMüller will schwer erkrankte #coronavirus -Patienten aus Italien in #Berlin aufnehmen."
245,"Wo finde ich im Haushalt des Freistaates Bayern die Haushaltsstelle ""Getränke für Krankenhauspersonal wegen Corona-Virus""? Ups, steht gar nicht im Haushalt?"
246,Le coronavirus il m’embête tellement Xptdrrrr punaise
247,Getting a car MOT tested during the coronavirus lockdown - This is Money http://dlvr.it/RSVRpy Top Business
248,"Fotografieren ist verdächtig in #Berlin? Nein, nicht die #DDR, nicht der Kalte Krieg, sondern machtgierige Cops die sich durch #Coronavirus #covid19 befreit sehen, alles tun zu dürfen was sie wollen. /MS"
249,Ja...die spanische Grippe war auch vorher schon eine Grippe! Aber das Teil ist zwar ein Corona Virus aber eben Gefährlicher.
250,"Dank Coronavirus Geldprobleme und wir machen weiter wie bisher. Ja holt diese Länder noch dazu. Und ja auch noch mehr Arme aus Afrika, ja wir schaffen das? Boris Johnson und seine Briten werden Erfolgreich sein, die EU wird, naja die Mehrheit wills halt so. Bitte nicht jammern ☹️"
251,Tweet from Marialvw (@arktinentuuli) Marialvw (@arktinentuuli) Tweeted: The Vatican Says :The Coronavirus Was Created In a “Laboratory In Powerful and Wealthy Country“ #covid19 Il Messangero [Italy] https://bit.ly/2wA7BQ3 https://twitter.com/arktinentuuli/status/1242523913676115969?s=20
252,Bestätigte Personen mit covid-19 in Germany: 32986 Genesen: 3243 Gestorben: 157 - #covid19 #coronavirus #corona #coronavirusdeutschland #covid #virus #deutschland #rki #SARS-CoV-2
253,"Everybody licking a toilet (except for a fresh one from the factory's assembly line) lost my respect, anyway. Even before #coronavirus . 😛"
254,NDR Corona-Virus Update mit @c_drosten for Grimme-Preis. @ndr #CoronavirusLockdown #COVID19 #coronavirus #COVIDー19 #CoronavirusLockdown #StayHome
255,Zwei Brüder im Geiste der Angst #coronavirus 
256,❤️ Autokino in Essen-Bergeborbeck - bitte 🍿🍩🍫🍹🍻🍾 selbst mitbringen https://www.essen-autokino.de/programm?filter=all #coronavirus 
257,"Amid Coronavirus, Floods in #Iran Kill Dozens; Regime Has Not Taken Any Action Floods across Iranian southern provinces have so far claimed the lives of 11 people and created another humanitarian crisis amid the #coronavirus outbreak in #COVIDー19"
258,"🤔🐄💩 Stop becoming an accessory to Trump's deadly #CoronaVirus lie shitshow, Norah! Do you have parents over 60, who are deemed expendable by the Oval Office Caligula? Think twice! #AmericaDeservesBetter #AmericaHasBetter #DrainTheTrump"
259,"Warum hört man in der #Coronakrise so wenig von der #EU? Womöglich, weil sie dafür verantwortlich ist, dass das Gesundheitssystem in #Italien derart überlastet ist, weshalb dort so viele Menschen am #coronavirus #COVID19 sterben."
260,The US is so large it looks like Coronavirus will go in waves comparable to Europe as a whole rather than individual countries. New York now looks like a week ahead of many US states. This is going to make a federal response rather fractious &amp; challenging. 
261,Coronavirus: What this crisis reveals about US - and its president 
262,Jo-jo effect can damage brain functions. @kirstiealley #TrumpPlague #TrumpVirus #TrumpPandemic #COVID19 #coronavirus #Corona
263,"""Coronavirus: Los Juegos Olímpicos de Tokio se aplazan a 2021"" #Coronavirus "
264,"I always feared that Peter Frase's 4th future, Exterminism, was what we were destined for but #coronavirus has proven this prediction to be more immediate than I ever anticipated. #fourfutures"
265,No more argument about who started. We must fight with the Coronavirus together. But you must accept the fact that everybody accepted the expression of Wuhan virus until WHO named COVID19. 
266,Jetzt war der Flughafen fast fertig und dann kommt das Coronavirus dazwischen! 
267,"#Romanian Lawmakers Support #Coronavirus Victims in #Iran,Condemn Regime’s Cover-Up The lawmakers expressed their solidarity with the victims of the #coronavirusoutbreak in Iran &amp; condemned the regime’s cover-up and failure to help the victims #COVID19"
268,"Lieber @clausvonwagner und @herrNeffton ! Das ist großes Kino, was #DieAnstalt macht. Lange nicht mehr so gelacht #coronavirus ! @carolinkebekus @c_drosten soll Kanzler werden, der Applaus wird eingespielt und #Corona ist eine Influencerin 🤣Chapeau! @ZDF"
269,Relamente tuvo que pasar esto de #coronavirus para que se den cuenta como es el sistema de salud. Lo ideal sr. @tutoquiroga es hacer un hospital de 3nivel en #sacaba y otro en #quillacollo. Así el Viedma no estaría congestionado en #cochabamba
270,Nos têtes quand on va demander à nos daronnes de nous couper les cheveux pendant le confinement #COVID19 #coronavirus #COVID2019 #COVID2019 #CONFINEMENTJOUR8 #confinementjour9
271,"“Instead of blaming bats for the coronavirus epidemic, I believe it’s important to know more about them.” 🦇 Bats are really interesting! I learned something new today. Check it out! "
272,Calling it a day and being done with back-to-back Skype calls... just to have the same on German TV 🙈 #COVID2019 #coronavirus 
273,خفاشها امسال در نقش #Batman به تنهایی دارند انتقام‌رفتار ما انسانها را با طبیعت و موجودات زنده می گیرند.. خشم طبیعت اینبار با هیچ نژادو رنگی و هیچ موقعیت جغرافیایی شوخی نداره! ما انسانها حقمونه! #coronavirus #Hantavirues
274,"Mesures de plus en plus strictes en Afrique où le coronavirus progresse , les détails : http://break.ma/fr/10702151"
275,Oh ça y est les gens arrêtez de dire que vous avez le Coronavirus quand vous tousser un peu et à vous filmer si vous l’aviez vraiment vous serez cloué au lit et pas sur le téléphone!!!!
276,"So strikt setzt Berlins Polizei das Corona-Kontaktverbot durch | In 117 Fällen wurden Verstöße gegen die „Verordnung zur Eindämmung des Coronavirus“ festgestellt. 44 Geschäfte wurden geschlossen, 70 Strafanzeigen geschrieben. "
277,"German people are taking Coronavirus so seriously, that people mock you on the street for wearing a surgical mask. A girl yelled “I have Coronavirus” at me on the street. Hope you really do get the virus. Fuck this country."
278,"L’#Iran et les Iraniens ne se rendront jamais, ils ne seront pas vaincus, ne connaitrons pas la défaite et ne cèderont pas. Nous résistons, nous combattons le #Coronavirus et le monstre de la dictature religieuse, et donc nous existons. #FreeIran2020"
279,Aufgrund der Coronavirus-Pandemie wird die Hobbyliga-West und Alt-Herren Liga Düsseldorf auch weiterhin pausieren - eine weitere Aussetzung des Spielbetriebs bis mindestens 30. April http://www.hobbyliga-west.de
280,"Coronavirus poses lethal threat to great apes, experts warn #primates #apes #gorillas #chimps #orangutans"
281,"#Iran's supreme leader, Ali #KhameneiSpreadsCoronaVirus dose not think of #Iranian people He refused #American assistance to fight the new #coronavirus citing a conspiracy theory claiming it could be man-made by the #UnitedStates govt. #COVID19"
282,"Ch4nges by Just1n Bi3ber, Coronavirus and Joe Biden winning the democratic nomination coming together to make 2020 the worst year in the history of years. "
283,#Herdenimmunität ... Sehr gut erklärt in #LeschCosmos #Coronavirus
284,Oh dear. They could afford it. They weren't fighting coronavirus when it was trialled. We weren't fighting it when we voted. Enough. Night.
285,corona virus is a bitch. i hate her.
286,The G7 weren‘t able to agree on a common Coronavirus declaration since the US State Department insisted on calling it the Wuhan virus. Source: German magazine Der Spiegel 
287,"More than 10,500 people have died of #coronavirus in 212 cities across all of Iran’s 31 provinces as of Monday afternoon local time, March 23, according to the Iranian opposition People's Mojahedin Organization of #Iran (#PMOI/#MEK). #COVIDー19"
288,"Aus Protest wegen #coronavirus #COVID19de bleibe ich jetzt zu Hause #StayAtHome! Wenn das Virus nicht aufgibt! Wenn sich mehr als 2 Politiker treffen, gleich in Quarantäne mit Frau und Kind und mit ohne Abendbrot ins Bett #Orwell1984"
289,"Bei der Krisenkommunikation in Zeiten von #coronavirus kommt es neben Fakten besonders auf Emotionen und Glaubwürdigkeit an, auf echte Unterstützung und einem WIR-Gefühl aller Beteiligten, sagt Krisenberater Hans-Georg Klose. "
290,"Per chi parla di rallentamento del #COVIDー19, leggete qui 👇🏻 #coronavirus "
291,"In Milan, a 54-year-old father of 4 dies of coronavirus | Jewish Telegraphic Agency - https://honestlyconcerned.info/links/in-milan-a-54-year-old-father-of-4-dies-of-coronavirus-jewish-telegraphic-agency/ To read our comments click on the title."
292,Coronavirus : Les personnes confinées à court d'argent liquide http://dlvr.it/RSVQfS
293,#Coronavirus - Auch #SachsenAnhalt erlässt #Ausgangsbeschränkungen
294,Trump Won’t Order Vital Coronavirus Supplies Because Corporate CEOs Asked Him Not To https://www.vanityfair.com/news/2020/03/donald-trump-defense-production-act?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=vanity-fair&amp;utm_social-type=earned via @VanityFair
295,"wie kann man den Finanzcrash, der unumgänglich war, das Versagen des Kapitalismus vertuschen - mit einer Pandemie Peter König zu Corona-Virus und EVENT 201: ""Menschen werden gerade getes... https://youtu.be/ptI7d1Tz5cM via @YouTube"
296,"With all the toxic bullshit I've seen in my life I'm actually surprised I'm not out there trying to defend the Corona virus for 'just being misunderstood but he meant well',.."
297,"In #Frankreich sind einige Kunden mit Schutzausrüstung besser ausgestattet als so manch eine Person im Verkauf. Gerade die Menschen, die dieses System am laufen halten, sind auch hier schlecht ausgestattet. #CoronavirusFrance #CoronavirusFR #Coronavirus "
298,"EN LOS TITULARES DE HOY: “El número de personas infectadas está aumentando considerablemente en los Estados Unidos. Pero el Presidente Trump quiere relajar las medidas contra el coronavirus pronto, por temor a una recesión.” "
299,2/5 Derzeit beherrscht das #Coronavirus die Medien u die Maßnahmen der Politiker. Es handelt sich um ein Virus gegen das es noch keine Medikamente u Impfung gibt. Im Gegensatz zu Tuberkulose.
300,"Jesus Christ the level of dumbness ! And he probably infected innocent others, too. Now he steals hospital space and ressources from the ones that need it more than him. What a piece of human filth. I hope if he survives he will be prosecuted and thrown into jail ! #coronavirus "
301,#Coronavirus #COVID19 #COVIDー19 #CoronaVirusDE #Coronakrise @jensspahn
302,"03/24 Links Pt2: Coronavirus claims 3rd victim in Israel, an 87-year-old man from Jerusalem; 400,000 People Worldwide Tune in for Livestreamed Concert by Idan Raichel: From Ian: --- Coronavirus claims 3rd victim in Israel, an 87-year-old man… http://dlvr.it/RSVQX7 ElderofZiyon"
303,Het 30e Schoolvolleybaltoernooi Ommen is definitief verplaatst naar 2021. Lees meer op Natuurlijk Ommen. https://bit.ly/3bsP3Qv #schoolvolleybaltoernooi #verplaatst #sport #coronavirus 
304,"Corona virus isn't shit, My ex was more toxic"
305,"#Iran: #Coronavirus Fatalities Exceed 10,500 in 212 Cities The wave of arrests for rumormongering about the death toll.@WHO Khamenei orders military to hold biological warfare exercise a day after blaming the U.S. of Coronavirus production. #COVIDー19"
306,"Coronavirus is not my reality. It doesn’t move me, not one bit. Bcos I understand the righteousness of grimes I have inherited and that I am as grimes is. I cannot live in fear and faith at the same time. I cannot be sick because sickness is not present in miss anthropocene"
307,Wuhan Coronavirus: China sued for $20 trillion in damages | Gravitas https://youtu.be/EV5PO0L__Yg via @YouTube
308,Anlayan varsa bana da anlatsın Kamyonlarla cenaze taşınıyor. Bir video izledim en az 20 ceset. Resmî açıklamaya bakıyorum 44 can kaybı. Cezaevi CenazeEviOlmasın #CezaEviCenazeEviOlmasin #CezaevleriMezarOlmasin #coronavirus
309,"E io a discutere con quelli che “eh ma rallentiamo, eh ma va meglio, eh ma la derivata...” #coronavirus #COVID19"
310,Coronavirus-Tote: Was sagen die Zahlen? | Harald Lesch https://youtu.be/X9RKReLDjbM via @YouTube
311,"Peter König zu Corona-Virus und EVENT 201: ""Menschen werden gerade getes... https://youtu.be/ptI7d1Tz5cM via @YouTube"
312,"+ dry coughing in the beginning + fever (""you've woken up the demon in me"") + diarrhea (""I don't need this shit) Hate to break it to you guys but Disturbed is literally down with the sickness (""the sickness"" being #coronavirus). #COVID19"
313,Ärzte zum Coronavirus covid 19: Nur wenig Gefahr? Teilt es gegebenfalls! Dr. Wolfgang Wodarg: https://youtu.be/Dk8wqJbNhq0 https://youtu.be/N-Bz5X9M5aA Dr. Med Marc Fiddike: https://m.youtube.com/watch?v=s0-b3gv8qyo https://m.youtube.com/watch?v=ZDz1a__sw0Q Dr. med Klaus Köhnlein im Gespräch:
314,The summer transfer window could stay open until JANUARY due to Coronavirus pandemic. [@johncrossmirror]
315,Magich Frühlig in Nürnb...so nah ..so fern von Prag 😔 #coronavirus
316,White House coronavirus taskforce advises people who’ve left NYC to quarantine for 14 days https://fxn.ws/33Qkjqk #FoxNews
317,🤔💩 Donald J. Trump is not only worsening the #CoronaVirus plague. He is a plague himself. Incompatible with/ hostile to America's survival. Disease control mandates securing him in solitary confinement! #AmericaDeservesBetter #AmericaHasBetter #DrainTheTrump #AttackingAmerica
318,"@pablocasado_ esto a hacer oposición. Mientras España lucha contra el #coronavirus, a izquierda quiere destruir nuestra democracia. Espabile! "
319,"In #Nantes verurteilen die Müllsammler das Fehlen von Schutzmaßnahmen: ""Wir arbeiten in einer Atmosphäre voller Bakterien und potenzieller #Coronavirus-Epidemien. Der einzige Schutz, den wir derzeit erhalten haben, ist ein Wischtuch.“ #CoronavirusFrance #CoronavirusFR"
320,"In der heutigen hochgradig vernetzten Welt erzeugen schon wenige Tage Stillstand eine Weltwirtschaftskrise, gegen die 1929 harmlos erscheinen wird; und die brachte schon die Nazis und den Zweiten Weltkrieg. #coronavirus #corona #COVID19 #Exitstrategie"
321,"How Japan handle coronavirus: stay calm, do daily activities like nothing happened. Goverment can handle it (literally and statistically) https://asiatimes.com/2020/03/japans-winning-its-quiet-fight-against-covid-19/"
322,"#Iran: #Coronavirus Fatalities Exceed 10,500 in 212 Cities The number of victims in Isfahan province exceeds 1,262, Kashan 500, Khorasan Razavi 872, Zanjan 83, Ardebil 160, Golestan 536, Khuzestan 369, Kohgiluyeh &amp; Boyer-Ahmad 41,&amp;Semnan 40 #COVIDー19"
323,"Germany, Israel help bring each other's citizens home - Netanyahu, Merkel discuss cooperation on coronavirus response | The Jerusalem Post - https://honestlyconcerned.info/links/germany-israel-help-bring-each-others-citizens-home-netanyahu-merkel-discuss-cooperation-on-coronavirus-response-the-jerusalem-post/ To read our comments click on the title."
324,"#Iran #news in brief, Mar 23, 2020 https://youtu.be/jQDCwLocwpk via @YouTube #CoronaVirusIran #coronavirus #1988Massacre #CrimesAgainstHumanity #خامنه‌ای_عامل_ویرانی #سپاه_عامل_جنایت #40YearsOfFailure #ایران #IranProtests #WeSupportMEK #Humanrights #FreeIran2020"
325,See famous logos get reimagined for the coronavirus age 
326,Dabei geht es mir nun um eine neue Beurteilung der aktuellen Lage und Berücksichtigung der Folge etwaiger weiterer Mutationen des SARS und der tatsächlichen Risikogruppe. Das Coronavirus ist Gottlob kein Killer...
327,Der Wissenschaftsverlag ⁦⁦@wileyinresearch⁩ macht Artikel und Buchkapitel über die #Coronavirus Forschung der wissenschaftlichen Gemeinschaft frei zugänglich. Unter den Autoren sind renommierte Virologie-Experten wie ⁦⁦@c_drosten⁩ von der #charitevirology
328,"Coronavirus: Was tun, wenn im Betrieb ein Corona-Fall aufgetreten ist? https://anwaltsblogs.de/t/was-betrieb-corona-id1759951 #Arbeitsrecht (322 Wörter)"
329,Coronavirus: Welche Finanzhilfen und Steuererleichterungen gibt es für Unternehmen? Steuerliche Liquiditätshilfen im Überblick https://anwaltsblogs.de/t/welche-finanzhilfen-steuererleichterungen-id1759950 #Steuerr
330,Coronavirus: Welche Erleichterungen gibt es für Unternehmen? Kurzarbeitergeld https://anwaltsblogs.de/t/welche-erleichterungen-unternehmen-id1759949 #Unternehmensrecht (548 Wörter)
331,if they can all catch corona virus then why shouldn't I be allowed to kind of politics
332,„Here’s how African countries are combating coronavirus“ https://thegrio.com/2020/03/17/african-countries-coronavirus/ via @theGrio
333,#SARSCoV19 #coronavirus #COVID19 #COVIDー19 #SachsenAnhalt
334,"Ich bin jetzt im Hungerstreik wegen #coronavirus #COVID19de. Wenn das Virus nicht aufgibt, dann esse ich zwischen den Mahlzeiten nichts mehr 🤔😂!"
335,CORONA-Virus 🦠 DIESE Informationen brauchst du JETZT! https://youtu.be/5ryXw7jEZM8 via @YouTube
336,Romanian comedy on Coronavirus. 
337,Coronavirus Statistics for Europe: #Coronavirus en Europe: nombre d'infectés x jours ... https://coronavirus-stat.blogspot.com/2020/03/coronavirus-en-europe-nombre-dinfectes.html?spref=tw
338,Coronavirus makes Frankfurt a Ghost Town 
339,"“Even when this crisis is over, a greater level of surveillance will remain.” Folks, please be critical, do not bluntly buy into everything that’s being told. Think twice. Freedom will always be the most precious good. #coronavirus #COVID19 #freedom #totalitarism"
340,Omg abril curo al mundo del coronavirus
341,@VP I know you didn't just complain about a Coronavirus test being invasive given all the invasive tests and exams you support women go through to obtain their constitutional rights to control their bodies
342,The King of Coronavirus.
343,Coronavirus in China - Video sorgte für Wut: Bayer feuert Mitarbeiterin in Quarantäne nach Joggingrunde http://dlvr.it/RSVPhp
344,Coronavirus in China - Video sorgte für Wut: Bayer feuert Mitarbeiterin in Quarantäne nach Joggingrunde 
345,"Es verbreitet sich unsichtbar.Und es verbreitet sich vor allem über das,was uns zu Menschen macht:Nähe zueinander.Vertrauliche Gespräche,gemeinsame Anstrengung auf dem Sportplatz,zärtliche Berührungen – all das hilft dem neuen #Coronavirus weiter auf seinem Weg durch die Welt."
346,"Irgendjemand hat mal gefragt, was ich gemacht hätte bevor das coronavirus kam. Bruder ich hätte mir bei meiner 3. Fahrprüfung mehr Mühe gegeben."
347,"#Alemania 24 de marzo, 22:33 Uhr: 32.991 infectados por #Coronavirus, 3.290 sanados, 159 muertes. "
348,Coronavirus II: Last Week Tonight with John Oliver (HBO) 
349,"""Ganz gleich, ob das neue #Coronavirus nun über Schuppentiere, Fledermäuse oder andere Kreaturen zum Menschen kam, wir müssen neu definieren, wie wir uns zur Natur stellen."" - absolut lesenswerter Gastbeitrag von Johannes Vogel, Professor für Biodiversität an der @HumboldtUni."
350,"Corona Virus hier, Hanta Virus da, doch du hast mich auch an der Backe. B*tch you‘re afraid of the wrong virus 🦠"
351,"„...ein überhebliches Mensch-Natur-Verhältnis viele unserer Probleme befeuert, meist sogar verursacht“. https://m.tagesspiegel.de/politik/artensterben-und-naturzerstoerung-dieses-virus-ist-auch-der-preis-unserer-ausbeutung-der-natur/25676216.html. #coronavirus"
352,"Möglicherweise mit dem Coronavirus infizierte Ärzte und andere Krankenhausangestellte in Deutschland arbeiten, bis sie Symptome haben. Genug Personal, um Verdachtsfälle zu ersetzen, gibt es meist nicht. "
353,@saschalobo @Fischblog @Karl_Lauterbach spot on! Yuval Noah Harari: the world after coronavirus | Free to read https://www.ft.com/content/19d90308-6858-11ea-a3c9-1fe6fedcca75 via @financialtimes
354,"because apparently it wasnt ""due to"" Coronavirus "
355,Traditional Chinese Medicine in the Treatment of Patients Infected with 2019-New Coronavirus (SARS-CoV-2): A Review and Perspective http://www.ijbs.com/v16p1708.htm #International Journal of Biological Sciences
356,#CoronaVirus: Die ärmsten Länder könnte es noch schlimmer treffen https://de.rt.com/2514
357,I read somewhere that they count the ones who had pre existing conditions but died due to coronavirus.
358,3 US Navy troops on board aircraft carrier in Philippines test positive for coronavirus in first-ever case on deployed ship 
359,LA County sheriff ordering all gun stores to close amid heady combination of coronavirus lockdown &amp; too many 1st-time buyers 
360,Did Mr. Pro life VP Pence really just have the nerve to complain about the Coronavirus test being invasive?
361,Yuval Noah Harari: the world after coronavirus | Free to read https://www.ft.com/content/19d90308-6858-11ea-a3c9-1fe6fedcca75 via @financialtimes
362,"#coronavirus #Italie Selon @ghoeberx, le nombre de décès quotidiens par #COVID19 ne va pas changer de tendance de manière significative prochainement. Raison : le nombre toujours plus élevé de personnes en soins intensifs en Italie."
363,Wash the hands to not get the virus is like when my mom told me to use socks for not catching a cold. #COVID19de #covid #coronavirus #coviditalia
364,Ein lustiger Kunst-Hashtag aus den Niederlanden. Ein wenig Humor in Zeiten des #coronavirus kann nicht schaden: #tussenkunstenquarantaine Gute Nacht!
365,"US PRESIDENT TRUMP : HE'LL TAKE A LOOK AT FARM BELT, WEST, TEXAS WHEN ASKED WHICH REGIONS HE MIGHT RELEASE FROM CORONAVIRUS GUIDANCE"
366,#Aktuelle #Infektionsfälle zum #Coronavirus #COVID19 Mehr findest Du unter: http://freital-aktuell.de/2020/03/21/liveticker-corona-virus/
367,I’m amazed that @BBCNews is reportingterrible #coronavirus situation in France 🇫🇷 and USA 🇺🇸 without recognizing that scenes everyday on @TfL will lead to the 🇬🇧 becoming 🇮🇹 in 2 weeks
368,Und genau bei solchen Menschen frage ich mich auf welchem Stand unser Bildungsniveau steht. Danke Deutschland. #COVIDIDIOTS #coronavirus #CoronaPandemie
369,Dow surges 11.3 percent on hope for coronavirus stimulus in biggest one-day percentage gain since 1933 
370,"Länder, Infektionen, Todesfälle: Die Verbreitung des Coronavirus "
371,"O tempora, o mores: die #FDP (!!) fordert eine Erhöhung (!!!) des #HartzIV-Regelsatzes (!!!!!!) um #Coronavirus #covid19 Folgen abzumildern. Hat denen jemand Speed in den Kaffee gekippt oder folgen die dem Beispiel ihres Parteikameraden Brechtken? /MS"
372,Coronavirus Statistics for Europe: #Coronavirus en France: Le Confinement dans les qu... https://coronavirus-stat.blogspot.com/2020/03/coronavirus-en-france-le-confinement.html?spref=tw
373,Coronavirus Statistics for Europe: #Coronavirus en Europe: comparaisons journalières ... https://coronavirus-stat.blogspot.com/2020/03/coronavirus-en-europe-comparaisons.html?spref=tw
374,"Der Zwischenstopp des Night Flight Orchestras wäre mein nächster Konzertbesuch geworden und dazu hätte ich heute Abend schön mit Agnetha und Frida abhotten können, bis die Plateauschuhe auf Stummelgröße geschrumpft wären. Aber nix. Danke, #Coronavirus! "
375,"Ist in der ganzen Zeit überhaupt mal über das Immunsystem gesprochen worden 🤔? Prävention und Abwehrkräfte stärken, damit es erst gar nicht zum Infekt kommt. #coronavirus"
376,"Hier zeigen sich die Schattenseiten der Globalisierung, wenn zB Rohstoff aus X, Teile aus Land Y & Produktion in Land Z. Wenn jeder eine Maske trüge wäre Eindämmung ungleich leichter. Muss man in Zukunft überdenken, wie gesamtes ""Virus-(Mangel)Management""!! #coronavirus #COVID19"
377,Das jetzt schon historische #Symbolfoto für #CoronaVirusDE #covid19 #coronavirus 
378,"Es importante que todxs tomemos conciencia, pero aún más importante que el gobierno proteja a sus habitantes de las personas que no son concientes #cuarentenatotalchile #quedateencasa #yomequedoencasa #cuarentenaobligatoria #cuarentenageneral #coronavirusenchile #coronavirus "
379,Find gut das unser Coronavirus nicht so tödlich ist
380,unangenehmster Beitrag zu #Coronavirus so far. https://jetzt.de/gesundheit/das-coronavirus-zeigt-mir-wie-privilegiert-ich-bin #Gesundheit via @jetzt
381,"Laut Professor Yoram Lass, früher auch als Generaldirektor des israelischen Gesundheitsministeriums tätig, ist das Coronavirus COVID-19 weniger gefährlich als die Grippe und die Ausgangssperren würden mehr Menschen töten als das Virus. http://blauerbote.com/2020/03/25/prof-yoram-lass-coronavirus-weniger-gefaehrlich-als-die-grippe/"
382,"Hier zeigen sich die Schattenseiten der Globalisierung, wenn zB Rohstoff aus X, Teile aus Land Y & Produktion in Land Z. Wenn jeder eine Maske trüge wäre Eindämmung ungleich leichter. Muss man in Zukunft überdenken, wie gesamtes ""Virus-(Mangel)Management""!! #coronavirus #COVID19"
383,"Not good. ""The National Center for Disease Control in Tripoli announces the registration of the first infection with the Corona virus in Libya"" "
384,Coronavirus! 📎http://instagram.com/nedal_altaoba #Nedal2b #Art #Collageart #Corona #CoronavirusLockdown #Covid_19 #كورونا #COVIDIDIOTS #COVID19 #فيروس_كورونا #coronavirus 
385,Coronavirus : le Conseil scientifique préconise un confinement d'_au moins six semaines_ https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-le-conseil-scientifique-preconise-un-confinement-d-au-moins-six-semaines_3883113.html via @franceinfo
386,Joe Biden coronavirus self-isolation advice video 🙌 
387,Corona-Symptome im Überblick: Wer sollte sich auf das Coronavirus testen lassen? https://www.faz.net/-ivn-9xkoc?GEPC=s3 #via @faznet Achtung Fakten.
388,"Wer hat den #Türkei-Präsidenten #Erdogan vermisst? Niemand? Ja, ok, der Tweet muss trotzdem sein jetzt, weil auf dem selben Absurditäts-Niveau wie #Bolsonaro &amp; #Trump: #Coronavirus #covid19 sei feministisches Tötungswerk. /MS"
389,Divieto di sfratto per inquilini insolventi a causa della crisi Coronavirus 
390,#coronavirus: wie eine Droge für Verschwörungstheoretiker #verschwoerungstheorien #covid19
391,"Toma que esta de moda ahora por whatss app, es una mujer que ha cogido el coronavirus en una súper manifa súper guay... 🚗👬 👨‍🦲 adivina quién es!!!"
392,"#España DE TERROR! así tratan a las víctimas del #CoronaVirus , son colocados en Ataúdes en plena Calle #SOSespaña @Telegrafia02 #COVIDー19 Alicante España @sanchezcastejon espero que a tu abuela no le toque esto! @vox_es @pablocasado_ @ppmadrid #DDHH"
393,"Jane Goodall is certainly one of a kind, she is wise, outspoken, a true advocat for nature and a strong voice for the climate justice movement. Here she reminds everone how mandatory it is that we protect ourselves and others in this #coronavirus crisis. "
394,Berlin during times of Covid-19. #ausgangssperre #lockdown #stayhome #flattenthecurve #covid19 #coronavirus #quarantine #berlin #brandenburgertor #hauptstadt #urban #photography #nikerunning #fitbit #fitness… https://www.instagram.com/p/B-IhRQrnU26/?igshid=hxy58bahspol
395,Coronavirus oder Grippe? Das sind die Unterschiede. http://ow.ly/r60o102ddrU #debeka #coronavirus #covid19 #erkältung #grippe #unterschied #infektion #gesundheit
396,"Reminder: »Klare Pandemiepläne - Spahn zu Coronavirus: ""Wir sind gut vorbereitet""« Quelle: ZDF, 27.01.2020 15:07 Uhr "
397,"Kostenfreie Verpflegung für Personal an bayerischen Krankenhäusern, Universitäts- und Reha-Kliniken sowie Alten-, Pflege- und Behinderteneinrichtungen https://bit.ly/2QKuSWr #coronavirus #bayern"
398,Yo-Yo Ma's musical effort to share #SongsofComfort amid coronavirus https://youtu.be/IcyI4imhoow via @YouTube
399,"Sehr gute wissenschaftliche Sendung zum #CoronaVirus die hoffentlich viele Mitbürger, die die aktuellen globalen Maßnahmen belächeln und mit der Influenza gleich setzen, eines Besseren belehren. &gt;&gt;&gt; Das Schlußwort von Harald Lesch sprach mir aus der Seele! &lt;&lt;&lt;"
400,my brother told me today his girlfriend is being recruited to work in the coronavirus station in the hospital with direct contact to patients. my biggest respect to all the medical students who do that.
401,"#Coronavirus | bemerkenswerte Einschätzung von @hendrikstreeck, vorgetragen in @hartaberfair. Was sagen, erklären dazu: @jensspahn, @rki_de, @c_drosten, @AlexanderKekule, @wpk_daily? Verständliche Aufklärung wäre hilfreich, auch angesichts anstehender politischer Entscheidungen."
402,Shopping carts - #CNNiReport #Covid19 #Coronavirus #Covid #Berlin #Germany
403,"#COVID19 #coronavirus #Espagne #Italie 24.03.2020 : le nombre de personnes en soins intensifs par 100'000 habitants en Espagne rejoint aujourd'hui le niveau de l'Italie, mais ce taux augmente plus rapidement en Espagne qu'en Italie."
404,#zdf zu #coronavirus. Sehr informativ. Brauchen uns über FLUGHUNDE nicht ekeln. Und Forschung muss Mehr unterstützt werden - gehört jetzt zur Daseinsvorsorge. Brauchen solides Wissen. Nicht Gerüchte und Verschwörungen. #Corona: Was sagt die Wissenschaft https://www.zdf.de/wissen/leschs-kosmos/corona-was-sagt-die-wissenschaft-102.html#xtor=CS5-21
405,"My exhibition ""#Syria's beauty and the beast"" had an early ending because of #coronavirus #covid19. Therefore, I want to share with you this #video that was part of the #show. #Welcome to #Syria, footage taken in October #2019 by me"
406,Woman Responds To Companies Failing Because Of Coronavirus By Saying The Same Things Poor People Hear https://www.boredpanda.com/boeing-satire-response-people-in-need/?media_id=1240601027465936897-2-png__700 via @boredpanda
407,"The alarm bell rings! Time Capsule: Coronavirus similar to the Spanish flu. #Trump - Before it disappeared, the 1918 “Spanish flu,” as it was called, swept through Europe and North America, plunging untold millions into illness. In a matter of months, 500,000 Americans died."
408,What do you do when you don’t know what to do? #coronavirus #FlattenTheCurve #StayHome
