subjectivity,polarity,cluster_pred
0.5357142857142857,0.2857142857142857,3
0.5,0.0,3
0.6,-0.4,2
0.1,0.0,1
0.0,0.0,1
0.6,0.0,3
0.4359090909090909,-0.05272727272727274,3
0.0,0.0,1
0.3566233766233766,0.1501298701298701,3
0.3659722222222223,0.09236111111111107,3
0.2,0.0,1
0.21458333333333326,-0.10208333333333333,1
0.3666666666666667,0.0,3
0.4848484848484849,0.24545454545454545,3
0.4109090909090909,-0.10590909090909092,3
0.35416666666666663,0.0625,3
0.0,0.0,1
0.2479166666666667,-0.1,1
0.0,0.0,1
0.8,0.5,0
0.4772727272727273,0.1590909090909091,3
0.75,0.0,3
0.0,0.0,1
0.42857142857142855,-0.35714285714285715,2
0.1,0.0,1
0.7,-0.012499999999999995,3
0.5,0.03125,3
0.275,0.024999999999999998,3
0.25,0.25,3
0.0,0.0,1
0.575,0.3166666666666667,0
0.3333333333333333,0.16666666666666666,3
1.0,0.5,0
0.0,0.0,1
0.0,0.0,1
0.4842424242424242,0.08727272727272728,3
0.8,-0.2,2
0.0,0.0,1
0.3629629629629629,0.17500000000000002,3
0.15000000000000002,0.15000000000000002,1
0.7890909090909091,0.20545454545454547,0
0.6296296296296297,0.5,0
0.0,0.0,1
0.0,0.0,1
1.0,0.0,2
0.03888888888888889,0.0,1
0.5,-0.2333333333333333,2
0.0,0.0,1
0.33214285714285713,0.15357142857142858,3
0.7999999999999999,0.04444444444444445,3
0.1,0.0,1
0.7749999999999999,0.0,3
0.45,0.15,3
0.0,0.0,1
0.5,0.13333333333333333,3
0.06666666666666668,-0.016666666666666666,1
0.0,0.0,1
0.0,-0.1,1
0.4,0.4,0
0.3566233766233766,0.1501298701298701,3
0.3,0.0,3
0.3691534391534392,0.019576719576719564,3
0.7272727272727273,0.06818181818181818,3
1.0,0.0,2
0.3,-0.024999999999999998,3
0.7833333333333333,0.08333333333333334,3
0.4363636363636363,0.057575757575757565,3
0.2375,-0.0375,1
0.0,0.0,1
0.3333333333333333,0.25,3
0.25,0.0,1
0.2,0.2,3
0.0,0.0,1
0.0,0.0,1
0.5,0.5,0
0.0,0.0,1
0.0,0.0,1
0.7,-0.4,2
0.33214285714285713,0.15357142857142858,3
0.4607142857142858,-0.18214285714285716,2
0.4545454545454545,0.13636363636363635,3
0.2,0.05,1
0.0,0.0,1
0.0,0.0,1
0.2,0.0625,1
0.5555555555555555,3.7007434154171876e-17,3
0.0,0.0,1
0.0,0.0,1
0.18055555555555555,-0.03333333333333333,1
0.4545454545454545,0.13636363636363635,3
0.375,-0.125,3
0.4180555555555556,0.07083333333333336,3
0.3566233766233766,0.1501298701298701,3
0.2583333333333333,0.3125,3
0.6,-0.5,2
0.5166666666666666,-0.10833333333333332,3
0.5409722222222222,0.0798611111111111,3
0.4545454545454545,0.13636363636363635,3
0.0,0.0,1
0.3333333333333333,0.25,3
0.4,-0.3,2
0.32222222222222224,0.04444444444444445,3
0.21166666666666667,-0.07333333333333332,1
0.75,0.125,3
0.15,0.4,3
0.0,0.0,1
0.3833333333333333,-0.13333333333333333,3
0.0,0.0,1
0.33740981240981244,-0.009054834054834066,3
0.38333333333333336,-0.2,2
0.3,-0.3166666666666667,2
0.5696969696969697,0.14431818181818182,3
0.5272727272727272,-0.13181818181818186,2
0.395959595959596,0.09545454545454546,3
0.16666666666666666,-0.16666666666666666,1
0.5416666666666666,0.12121212121212123,3
0.5,0.13636363636363635,3
0.4545454545454545,0.13636363636363635,3
0.5681318681318681,0.05714285714285715,3
0.41818181818181815,-0.054545454545454536,3
0.4,0.0,3
0.4,-0.30000000000000004,2
0.0,0.0,1
0.0,0.0,1
0.26944444444444443,-0.0972222222222222,1
0.6038961038961039,-0.025974025974025983,3
0.2875,0.1,3
0.6555555555555556,0.13333333333333333,3
0.0,0.0,1
0.4964285714285714,0.17142857142857146,3
0.38125,0.0062499999999999995,3
0.4772727272727273,0.3181818181818182,3
0.0,0.0,1
0.4,0.0,3
0.4,-0.3125,2
0.55,0.2875,3
1.0,-0.5,2
0.0,0.0,1
0.0,0.0,1
0.5,0.5,0
0.3,-0.2,1
0.4181818181818182,0.07878787878787878,3
0.03888888888888889,0.011111111111111113,1
0.4545454545454545,0.13636363636363635,3
0.0,0.0,1
0.2722222222222222,0.2611111111111111,3
0.0,0.3,1
0.32222222222222224,0.11111111111111112,3
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.5,-0.15000000000000002,2
0.6,0.4,0
0.2272727272727273,0.06818181818181818,1
0.4,0.0,3
0.0,0.0,1
0.2375,-0.1125,1
0.39166666666666666,-0.05357142857142857,3
0.0,0.0,1
1.0,-1.0,2
0.61,0.11,3
0.0,0.0,1
0.5575757575757575,-0.08439393939393937,3
0.25,-0.25,1
0.4583333333333333,0.2361111111111111,3
0.2803030303030303,0.11742424242424244,3
0.3666666666666667,-0.03333333333333333,3
1.0,0.0,2
0.52,0.26,3
0.3553030303030303,0.08409090909090909,3
0.3361111111111111,0.04166666666666666,3
0.2626262626262626,0.12878787878787878,3
0.0,0.0,1
0.2633333333333333,0.095,3
0.5892857142857143,0.35,0
0.5273809523809524,-0.2630952380952381,2
0.5,0.5,0
0.2833333333333333,-0.05,1
0.0,0.0,1
0.7000000000000001,0.2,3
1.0,-1.0,2
0.0,0.0,1
0.0,0.0,1
0.5386904761904762,-0.002976190476190493,3
0.1,0.0,1
0.45,-0.3,2
0.45,0.25,3
0.3333333333333333,0.25,3
0.5454545454545454,0.2272727272727273,3
0.0,0.0,1
0.0,0.0,1
0.1,-0.1,1
0.16666666666666666,-0.03333333333333333,1
1.0,0.4,0
0.0,0.0,1
1.0,0.9,0
0.0,0.0,1
0.0,0.0,1
0.4,0.05,3
0.22916666666666666,0.23125,3
0.0,0.0,1
0.45,0.20000000000000004,3
0.0,0.0,1
0.5,0.0,3
0.2,0.2,3
0.0,0.0,1
0.375,-0.125,3
0.6972222222222222,-0.175,2
0.3333333333333333,0.10000000000000002,3
0.4642857142857143,-0.0104761904761905,3
0.4666666666666667,-0.07222222222222223,3
0.5375,0.02499999999999998,3
0.0,0.0,1
0.0,0.0,1
0.5357142857142857,0.2857142857142857,3
1.0,0.25,0
0.3333333333333333,-0.010416666666666671,3
0.8500000000000001,0.25,0
0.3430555555555556,0.28611111111111115,3
0.0,0.0,1
0.5454545454545454,0.2272727272727273,3
0.6333333333333333,-0.2545454545454546,2
0.2888888888888889,-0.1555555555555556,1
0.07500000000000001,0.05,1
0.2111111111111111,0.03333333333333333,1
0.0,0.0,1
0.9,-0.75,2
0.6944444444444444,0.25,0
0.0,0.0,1
0.5,0.0,3
0.3777777777777778,-0.10111111111111112,3
0.375,0.0,3
0.0,0.0,1
0.0,0.0,1
0.4011363636363636,0.2465909090909091,3
0.7,-0.012499999999999995,3
0.7272727272727273,-0.18181818181818185,2
0.5,0.0,3
0.8333333333333334,-0.5333333333333333,2
0.06666666666666668,0.0,1
0.75,0.20833333333333331,0
0.0,0.0,1
0.0,0.0,1
0.7125,-0.024999999999999998,3
0.55,0.05,3
1.0,-1.0,2
0.525,0.175,3
0.5481481481481482,-0.037037037037037035,3
0.3333333333333333,0.25,3
0.5,0.5,0
0.2869318181818182,0.05587121212121212,3
0.0,0.0,1
0.45,0.3,3
0.5,0.5,0
0.3888888888888889,-0.3888888888888889,2
0.0,0.0,1
0.5113095238095238,0.14107142857142854,3
0.3506944444444444,0.01180555555555555,3
0.1,-0.1,1
0.3818181818181817,0.17575757575757578,3
0.0,0.0,1
0.9,0.8,0
0.6000000000000001,0.7,0
0.1,0.1,1
0.3553030303030303,0.08409090909090909,3
0.5,0.13636363636363635,3
0.4625,0.5,0
0.0,0.0,1
0.3522727272727273,0.1431818181818182,3
0.4111111111111112,0.1416666666666667,3
0.7962962962962963,-0.08333333333333333,2
0.0,0.0,1
1.0,-0.25,2
0.4633333333333333,0.26,3
0.2916666666666667,-0.14166666666666666,1
0.4803571428571428,0.05357142857142857,3
0.5,0.0,3
0.225,-0.2,1
0.525,0.125,3
0.44375,0.04374999999999997,3
0.5454545454545454,0.2272727272727273,3
0.4545454545454545,0.13636363636363635,3
0.5909090909090909,0.054545454545454536,3
0.45,0.05,3
0.4512987012987013,0.14372294372294372,3
0.4183333333333333,-0.05166666666666666,3
0.4545454545454545,0.13636363636363635,3
0.0,0.0,1
0.5,0.5,0
0.3666666666666667,0.16666666666666666,3
0.3333333333333333,0.16666666666666666,3
0.0,0.0,1
1.0,-0.875,2
0.0,0.0,1
0.8333333333333334,-0.5333333333333333,2
0.36,0.06666666666666665,3
0.2,0.125,1
0.44166666666666665,0.17500000000000002,3
0.75,0.25,0
0.21458333333333326,-0.09166666666666667,1
0.875,0.375,0
0.0,0.0,1
0.3833333333333333,0.10000000000000002,3
0.5939909297052155,-0.07188208616780045,3
0.40777777777777774,-0.1477777777777778,3
0.15446428571428572,-0.03125,1
0.0,0.0,1
0.16666666666666666,0.0,1
0.0,0.0,1
0.4615384615384616,-0.2307692307692308,2
0.5499999999999999,-0.3333333333333333,2
0.4175595238095238,0.17232142857142854,3
0.4772727272727273,0.3181818181818182,3
0.5466666666666666,0.33066666666666666,0
0.06666666666666668,0.0,1
1.0,-1.0,2
0.05555555555555556,-0.05555555555555556,1
1.0,-1.0,2
0.1,0.0,1
0.55,-0.125,2
0.4,0.2,3
0.1125,0.15,1
0.0,0.0,1
0.375,-0.125,3
0.725,0.5375,0
0.575,0.275,3
0.5333333333333333,0.32222222222222224,0
0.0,0.0,1
0.0,0.0,1
0.375,0.06666666666666665,3
0.0,0.0,1
0.7999999999999999,0.09999999999999998,3
0.0,0.0,1
0.4545454545454545,0.13636363636363635,3
0.30000000000000004,0.2,3
1.0,-0.5,2
0.25,0.15625,3
0.2772727272727273,0.06818181818181818,3
0.3902777777777777,0.17916666666666667,3
0.4041666666666666,-0.07916666666666668,3
0.0,0.0,1
1.0,-1.0,2
0.0,0.0,1
0.5,0.5,0
1.0,0.1,0
0.0,0.0,1
0.5070707070707071,-0.2545454545454546,2
0.37857142857142856,0.2619047619047619,3
0.0,0.0,1
0.2,0.0,1
0.30000000000000004,0.35,3
0.5,0.13636363636363635,3
0.6416666666666667,-0.07083333333333333,2
0.0,0.0,1
0.26785714285714285,0.14285714285714285,3
0.25,0.15,3
0.5454545454545454,0.2272727272727273,3
0.0,0.0,1
0.5363636363636364,0.013068181818181812,3
0.4,-0.25,2
0.4545454545454545,0.13636363636363635,3
0.5181818181818182,0.3121212121212121,0
0.06666666666666668,0.0,1
0.0,0.0,1
0.5552083333333333,0.09791666666666664,3
0.3,0.0,3
0.6111111111111112,-0.022222222222222216,3
0.5,0.0,3
0.4933333333333334,0.26666666666666666,3
0.13333333333333333,-0.08333333333333333,1
0.4375,0.025,3
0.3666666666666667,0.275,3
0.0,0.0,1
0.06666666666666668,0.0,1
0.29910714285714285,0.14285714285714285,3
0.50625,0.15,3
0.575,-0.15000000000000002,2
0.3219047619047619,0.03285714285714285,3
0.95,-0.6499999999999999,2
0.4883333333333333,0.10833333333333336,3
0.61,0.06000000000000001,3
0.0,0.0,1
0.0,0.0,1
0.25,0.0,1
0.0,0.0,1
0.6166666666666667,0.3,0
0.06666666666666668,0.0,1
0.825,-0.275,2
0.4119047619047619,0.4869047619047619,0
0.12777777777777774,0.03333333333333334,1
0.5424242424242425,0.006060606060606054,3
0.4166666666666666,0.375,0
0.4777777777777778,-0.06111111111111112,3
0.4,0.08333333333333333,3
0.475,0.1,3
0.7,0.4,0
0.4142857142857143,0.15714285714285714,3
0.2333333333333333,0.13333333333333333,3
0.6000000000000001,0.7,0
0.0,0.0,1
0.1,-0.1,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.575,-0.08499999999999999,3
0.41875,0.0875,3
0.0,0.0,1
0.4545454545454545,0.13636363636363635,3
0.4545454545454545,0.13636363636363635,3
0.5388888888888889,0.08333333333333333,3
0.75,0.55,0
0.0,0.0,1
0.0,0.0,1
0.4545454545454545,0.13636363636363635,3
0.25,0.25,3
0.2577777777777778,-0.23111111111111116,1
1.0,0.4,0
0.5714285714285714,0.21428571428571427,3
0.6000000000000001,0.7,0
0.5696969696969697,0.14431818181818182,3
0.0,0.0,1
1.0,0.0,2
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.6583333333333333,0.008333333333333331,3
0.0,0.0,1
0.5,0.5,0
0.30000000000000004,-0.024999999999999998,3
0.0,0.0,1
0.537962962962963,0.4,0
1.0,-0.6666666666666666,2
0.0,0.0,1
0.7999999999999999,-0.10555555555555553,2
0.04166666666666666,0.0,1
0.4,0.0,3
0.37083333333333335,-0.012499999999999985,3
0.5357142857142857,0.2857142857142857,3
0.5357142857142857,0.2857142857142857,3
0.0,0.0,1
0.0,0.0,1
0.4090909090909091,0.02481060606060606,3
0.8,-0.35,2
0.4138888888888889,-0.375,2
0.5,0.0,3
0.4777777777777778,0.21666666666666667,3
0.6477272727272727,0.11363636363636365,3
0.0,0.0,1
0.2272727272727273,0.06818181818181818,1
0.5,0.5,0
1.0,-0.8,2
0.0,0.0,1
0.5522727272727272,0.24318181818181814,3
0.5555555555555556,0.2777777777777778,3
0.6,0.0,3
0.9523809523809524,-0.1947619047619048,2
0.4666666666666666,-0.3,2
0.7999999999999999,-0.4666666666666666,2
0.2,0.3,3
0.6333333333333333,-0.033333333333333305,3
0.3666666666666667,-0.06666666666666668,3
0.4833333333333333,0.20000000000000004,3
0.7296296296296297,-0.2351851851851852,2
0.625,0.21895833333333334,3
0.5666666666666668,-0.3666666666666667,2
0.6151515151515151,-0.19090909090909086,2
0.3333333333333333,0.25,3
0.4886363636363637,-0.13257575757575754,2
0.325,-0.1,3
0.03333333333333333,0.0,1
0.3555555555555556,0.3333333333333333,3
0.0,0.0,1
0.29000000000000004,0.009999999999999998,3
1.0,0.0,2
0.0,0.0,1
0.55,-0.5,2
0.0,0.0,1
0.4285714285714287,0.052380952380952375,3
0.0,0.0,1
0.4545454545454545,0.13636363636363635,3
0.65,0.3,0
0.5,0.13636363636363635,3
0.0,0.0,1
0.3333333333333333,0.25,3
0.6071428571428571,0.14380952380952386,3
0.0,0.0,1
1.0,-0.8,2
0.3361111111111111,0.03125,3
0.0,0.0,1
0.0,0.0,1
0.8888888888888888,0.5,0
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.3,1
0.125,0.0,1
0.375,-0.125,3
0.0,0.0,1
0.3750000000000001,0.325,3
0.5214285714285715,-0.07380952380952381,3
0.6166666666666667,-0.3666666666666667,2
1.0,0.0,2
0.0,0.0,1
0.55,0.15,3
0.4545454545454545,0.13636363636363635,3
0.0,0.0,1
0.275,-0.0859375,1
0.625,0.2,3
0.25,0.0,1
0.4,-0.2,2
0.0,0.0,1
0.0,0.0,1
0.2875,0.11875,3
0.7,0.4,0
0.65,0.35,0
0.30416666666666664,-0.14583333333333334,1
0.5,0.5,0
0.3555555555555556,0.27111111111111114,3
0.0,0.0,1
0.3,0.125,3
0.2833333333333333,0.0,3
0.17916666666666664,0.0375,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.27,0.08,3
0.4166666666666666,-0.296875,2
0.3964285714285714,-0.23214285714285715,2
0.0,0.0,1
0.0,0.0,1
0.5352272727272727,0.13863636363636364,3
0.4642857142857143,0.0,3
0.5281746031746032,0.16984126984126982,3
0.0,0.0,1
0.3222222222222222,0.0,3
0.1,0.2,1
0.26416666666666666,-0.018333333333333326,1
0.25,0.25,3
0.4666666666666666,0.24545454545454545,3
0.4848484848484849,0.3787878787878787,0
0.33874458874458874,0.21233766233766235,3
0.0,0.0,1
0.03333333333333333,-0.03333333333333333,1
1.0,0.0,2
0.3666666666666667,0.0888888888888889,3
0.4,-0.30000000000000004,2
0.3357142857142857,0.17857142857142858,3
0.0,0.0,1
0.325,0.05,3
0.0,0.0,1
0.0,0.0,1
0.08333333333333333,0.0,1
0.38,0.13666666666666666,3
0.0,0.0,1
0.3875,0.275,3
0.3573412698412699,0.1351190476190476,3
0.18333333333333326,0.0,1
0.95,0.45,0
0.43095238095238103,0.2083333333333333,3
0.0,0.0,1
0.08333333333333333,-0.08333333333333333,1
0.375,0.25,3
0.4,-0.3,2
0.5030612244897961,0.06020408163265306,3
1.0,-1.0,2
0.43333333333333335,0.03333333333333333,3
0.0,0.0,1
0.2272727272727273,0.06818181818181818,1
0.37083333333333335,0.04166666666666666,3
0.5,-0.125,2
0.2571428571428571,0.4642857142857143,0
0.3181818181818182,0.04545454545454545,3
0.34424242424242424,0.14727272727272728,3
0.0,0.0,1
0.5333333333333333,-0.275,2
0.0,0.3,1
0.4848484848484849,0.09545454545454546,3
0.55,0.04999999999999999,3
0.4772727272727273,0.0931818181818182,3
0.4757575757575758,0.2366161616161616,3
0.6666666666666666,0.5,0
0.8,-0.8,2
0.35,-0.30000000000000004,2
0.5299999999999999,0.06583333333333334,3
0.5454545454545454,0.2272727272727273,3
0.40277777777777785,-0.19444444444444445,2
0.2589285714285714,-0.020238095238095243,1
0.0,0.0,1
0.9,-0.5,2
0.0,0.0,1
1.0,0.5,0
0.0,0.0,1
0.3624242424242424,0.2021212121212121,3
0.0,0.0,1
0.95,0.04999999999999999,2
0.5,0.5,0
0.0,0.0,1
0.0,0.0,1
0.4,-0.30000000000000004,2
0.3886363636363637,0.20909090909090908,3
0.18484848484848485,0.012121212121212116,1
0.55,-0.24375,2
1.0,-0.5,2
0.0,0.0,1
0.625,0.0,3
0.0,0.0,1
0.3125,0.125,3
0.575,0.325,0
0.54375,0.078125,3
0.30000000000000004,0.25,3
1.0,0.0,2
0.35,0.05,3
0.0,0.0,1
0.0,0.0,1
0.3,0.2,3
0.4166666666666667,0.21666666666666667,3
0.2,0.2,3
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.5,-0.375,2
0.4545454545454545,0.13636363636363635,3
0.75,0.0,3
0.4,0.1,3
0.6666666666666666,0.06666666666666665,3
0.3886363636363637,0.1590909090909091,3
0.43333333333333335,0.13333333333333333,3
0.0,0.0,1
0.5357142857142857,0.2857142857142857,3
1.0,-0.1,2
0.0,0.0,1
0.0,0.0,1
0.125,-0.04166666666666666,1
0.2069444444444445,-0.07777777777777779,1
0.05,-0.05,1
0.0,0.0,1
0.5333333333333333,0.2,3
0.6284722222222222,0.3125,0
0.2984848484848485,-0.0409090909090909,3
0.0,0.0,1
0.41041666666666665,-0.1729166666666667,2
0.4666666666666667,-0.1,3
0.6666666666666666,-0.6999999999999998,2
0.3555555555555556,0.18333333333333332,3
0.5,0.25,3
0.4857142857142858,0.1571428571428571,3
0.0,0.0,1
0.36666666666666653,0.175,3
0.5583333333333333,0.3583333333333333,0
0.0,0.0,1
0.6709090909090909,0.2472727272727273,0
0.5555555555555555,-0.36666666666666653,2
0.26875,0.1359375,3
0.4833333333333333,0.2333333333333333,3
0.7,-0.6,2
0.3962962962962964,0.03148148148148148,3
0.03333333333333333,0.0,1
0.1625,0.1,1
0.0,0.0,1
0.54,-0.06500000000000003,3
0.8,-0.525,2
0.40779220779220776,0.13376623376623378,3
0.3666666666666667,0.04,3
0.4291666666666667,0.14583333333333334,3
0.65,-0.15,2
0.6178571428571429,0.19285714285714284,3
0.5796296296296296,0.3148148148148148,0
0.0,0.0,1
0.25,-0.25,1
0.4,-0.4,2
0.38888888888888895,0.020370370370370358,3
0.5,0.13636363636363635,3
1.0,0.7,0
0.4,0.8,0
0.03333333333333333,0.0,1
0.0,0.0,1
0.7654761904761905,-0.2726190476190476,2
0.2849206349206349,0.15714285714285714,3
0.4416666666666667,-0.11,3
0.0,0.0,1
0.14166666666666666,-0.1,1
0.7111111111111111,0.31666666666666665,0
0.2471428571428571,0.03714285714285714,1
0.0,0.0,1
0.0,0.0,1
0.5,-0.30000000000000004,2
0.5,-0.25,2
0.35000000000000003,0.25,3
0.0,0.0,1
0.7000000000000001,0.03333333333333333,3
0.0,0.0,1
0.5,0.5,0
0.3515151515151516,-0.054545454545454536,3
0.5,0.5,0
0.5,0.5,0
0.9666666666666668,0.26666666666666666,0
0.53,0.17,3
0.5650000000000001,0.24,3
0.4166666666666666,-0.07333333333333332,3
0.26666666666666666,0.0,1
0.75,-0.4,2
0.3702380952380953,-0.04642857142857145,3
0.4281986531986533,0.19840067340067336,3
0.0,0.0,1
0.4533333333333334,-0.16,2
0.75,0.8,0
0.0,0.0,1
0.2272727272727273,0.06818181818181818,1
0.0,0.0,1
0.32222222222222224,0.06666666666666668,3
0.495,-0.08499999999999999,3
0.15,-0.075,1
0.6272727272727273,-0.33181818181818185,2
0.5,0.18181818181818185,3
0.0,0.0,1
0.2883333333333333,0.025,3
0.3,0.1,3
0.0,0.0,1
0.4272727272727273,-0.03181818181818183,3
0.4,0.35,3
0.5,0.625,0
0.2272727272727273,0.06818181818181818,1
0.8666666666666667,-0.4,2
0.3457142857142857,0.1148809523809524,3
0.5,-0.3,2
0.30707070707070705,0.07878787878787878,3
0.625,0.008333333333333331,3
0.5,0.13636363636363635,3
0.9,-0.6,2
0.375,-0.125,3
0.0,0.0,1
0.0,0.0,1
0.5,-0.125,2
0.5694444444444444,-0.3888888888888889,2
0.4,-0.30000000000000004,2
0.5399999999999999,0.16,3
0.95,0.45,0
0.4875,0.175,3
0.3333333333333333,0.25,3
0.32222222222222224,-0.016666666666666666,3
0.4378571428571429,0.09571428571428572,3
0.3613636363636363,0.15681818181818186,3
0.0,0.0,1
0.6377777777777778,0.05555555555555556,3
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
1.0,1.0,0
0.0,0.0,1
0.5583333333333333,-0.4583333333333334,2
0.4583333333333333,0.1875,3
0.3709090909090909,0.22727272727272724,3
0.8999999999999999,0.55,0
0.6,0.0,3
0.30707070707070705,0.04545454545454545,3
0.0,0.0,1
0.5529220779220779,0.04675324675324677,3
0.0,0.0,1
0.0,0.0,1
0.3055555555555556,-0.04999999999999999,3
0.1,-0.1,1
0.33928571428571425,0.1011904761904762,3
0.4,0.0,3
0.5454545454545454,0.2272727272727273,3
0.75,-0.25,2
0.2333333333333333,-0.15,1
0.4772727272727273,0.16818181818181818,3
0.6305555555555555,0.16944444444444445,3
0.7727272727272727,0.11363636363636365,3
0.55,-0.35,2
0.7000000000000001,0.5,0
0.0,0.0,1
0.4005952380952381,-0.20357142857142851,2
0.0,0.0,1
0.499090909090909,0.2754545454545455,3
0.5,-0.033333333333333326,3
0.95,0.5,0
0.9,-0.5,2
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.3866071428571428,0.18928571428571428,3
0.0,0.0,1
0.0,0.0,1
0.15555555555555556,0.14444444444444446,1
0.5,0.2,3
0.0,0.0,1
0.0,0.0,1
0.575,-0.17500000000000002,2
0.06666666666666668,0.03333333333333333,1
0.0,0.0,1
0.25,0.0,1
0.2222222222222222,-0.12222222222222225,1
0.5357142857142857,0.2857142857142857,3
0.0,0.0,1
0.5357142857142857,0.2857142857142857,3
0.4777777777777778,-0.08333333333333333,3
0.625,-0.024999999999999998,3
0.6166666666666666,-0.05,3
1.0,-0.75,2
0.0,0.0,1
0.65,-0.2,2
0.4166666666666667,0.20833333333333331,3
0.0,0.0,1
1.0,0.25,0
0.4053030303030303,0.1340909090909091,3
0.7250000000000001,0.475,0
0.3944444444444444,0.06388888888888887,3
0.5238095238095238,0.25238095238095243,3
0.5,0.5,0
0.0,0.0,1
0.0,0.0,1
0.45,0.3,3
0.45,0.2333333333333333,3
0.5454545454545454,0.2272727272727273,3
0.5022727272727273,-0.13181818181818186,2
0.4866666666666667,0.2066666666666667,3
0.05,-0.1,1
0.5,0.0,3
0.5,0.5,0
0.0,0.0,1
1.0,-0.25,2
0.25,0.08333333333333333,3
0.25,0.2083333333333333,3
0.0,0.0,1
0.0,0.0,1
0.19166666666666665,0.07083333333333333,1
0.6,-0.35000000000000003,2
0.7083333333333334,0.0,3
0.45,0.3,3
0.40777777777777774,0.1688888888888889,3
0.5208333333333333,0.10416666666666666,3
0.2,0.0,1
0.4636363636363636,0.20909090909090908,3
0.3833333333333333,0.10000000000000002,3
0.2777777777777777,0.20833333333333331,3
0.6875,0.1375,3
0.03333333333333333,0.0,1
0.35424242424242425,0.027272727272727268,3
0.5357142857142857,0.2857142857142857,3
0.5,0.13636363636363635,3
0.5,0.13636363636363635,3
0.0,0.0,1
0.625,0.5,0
0.5818181818181818,0.3345454545454545,0
0.25,0.25,3
0.5,0.5,0
0.0,0.0,1
0.5386363636363636,0.10075757575757577,3
0.4545454545454545,0.13636363636363635,3
0.0,0.0,1
0.5,0.13636363636363635,3
