date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-09 13:31:25,CITYGUIDEMUNICH,,0,3,2,"#CalmDown #StayAtHome #CoronaVirus #FlattenTheCurve #Italy #Germany #France #Corona #Shutdown #KeepCalmAndFlattenTheCurve #ExponentialGrowth #BeSafe Take your precautions ... #SocialDistancing #EdwardHopper #CapeCod #BettersafeThanSorry @CoronaKrise #CoronaKrise #CITYGUIDEMUNICH",,@CoronaKrise,#CalmDown #StayAtHome #StayAtHome #CoronaVirus #FlattenTheCurve #Italy #Germany #France #Corona #Shutdown #KeepCalmAndFlattenTheCurve #ExponentialGrowth #BeSafe #SocialDistancing #EdwardHopper #CapeCod #BettersafeThanSorry #CoronaKrise #CITYGUIDEMUNICH,1248242111910215680,https://twitter.com/CITYGUIDEMUNICH/status/1248242111910215680
2020-04-09 13:15:29,Fordastika,,1,2,8,"Who is David Icke and what is his coronavirus conspiracy theory? ""Since the interview, YouTube have expanded their policy to delete all videos that link coronavirus symptoms to 5G"" IF YOUTUBE DOESN´T WANT YOU TO SEE IT - YOU NEED TO SEE IT https://www.thesun.co.uk/news/11362611/david-icke-coronavirus-5g-conspiracy-theory?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=sharebarweb #DavidIcke",,,#DavidIcke,1248238104105947136,https://twitter.com/Fordastika/status/1248238104105947136
2020-04-09 11:20:06,mathieuvonrohr,,1,1,2,"“In Heinsberg, only 0.37% of people who contracted the virus had died.”",,,,1248209065345462273,https://twitter.com/mathieuvonrohr/status/1248209065345462273
2020-04-09 11:14:32,yeysus,,0,8,29,"Listening to our @BayerPharma R&amp;D Town Hall. Lots of things going on, testing Coronavirus in Berlin and NRW, producing disinfectant in Dormagen, donation of ventilators, many other things by thousands of colleagues, proud proud proud. ",,@BayerPharma,,1248207664439595014,https://twitter.com/yeysus/status/1248207664439595014
2020-04-09 08:11:10,Bayern_mania,,0,7,105,"Bayern Legend Arjen Robben has confirmed, his wife Bernadien was infected with Coronavirus but has now recovered: ""Fortunately, she has recovered but that was not pleasant. The worst part was that she suffered from a pressure on her chest and difficulty in breathing"" [Sport1] ",,,,1248161519310864384,https://twitter.com/Bayern_mania/status/1248161519310864384
2020-04-09 08:01:03,euronews,,1,16,25,"How @BorisJohnson's forefather David Lloyd George was taken seriously ill amid the 1918 pandemic, but recovered. #coronavirus ",,@BorisJohnson,#coronavirus,1248158973708165120,https://twitter.com/euronews/status/1248158973708165120
2020-04-09 06:34:14,AP_Europe,,6,137,441,"""Courage and strength, faith."" A 103-year-old Italian woman who survived the coronavirus tells @AP how she made it through the ordeal.",,@AP,,1248137123418472449,https://twitter.com/AP_Europe/status/1248137123418472449
2020-04-09 06:13:49,Schuldensuehner,,1,26,45,"Bill Gross’s widowmaker trade finally pays off in Coronavirus QE as US-German spread converges to lowest since 2014. https://www.bloomberg.com/news/articles/2020-04-08/bill-gross-s-backfiring-trade-finally-pays-off-in-coronavirus-qe?sref=61mHmpU4",,,,1248131986557894656,https://twitter.com/Schuldensuehner/status/1248131986557894656
2020-04-08 15:57:53,LX_Newsroom,,0,4,27,"SWISS welcomes today’s decision by the Swiss Federal Council to provide Swiss aviation with liquidity if necessary to overcome the effects of the present coronavirus crisis. The decision ensures that SWISS can continue to keep Switzerland connected with the world. ",,,,1247916583604957191,https://twitter.com/LX_Newsroom/status/1247916583604957191
2020-04-08 15:46:56,zartoz,,0,0,0,"Want to know how you can help to support others locally during #COVID19? Check out this @GlblCtzn article now on how we can all make a difference!",,@GlblCtzn,#COVID19,1247913829775872001,https://twitter.com/zartoz/status/1247913829775872001
2020-04-08 15:46:25,AP_Europe,,3,50,65,"""War is the right word to describe it."" Italian nurses explain what it's like to be on the front line of the coronavirus pandemic. Full story: http://apne.ws/kEjfHAt",,,,1247913699463122952,https://twitter.com/AP_Europe/status/1247913699463122952
2020-04-08 10:00:53,NaomiOhReally,,10,51,72,"Italy has shut its ports to migrants for the duration of the Coronavirus emergency, decreeing overnight that they can no longer be deemed a ""place of safety"". It comes after a Germany NGO ship picked up 150 people off Libya and headed for Italy. ",,,,1247826743697825792,https://twitter.com/NaomiOhReally/status/1247826743697825792
2020-04-08 10:00:05,gabrielfrancojr,,1,0,5,"#coronavirus somewhere in Europe. #coronapanic",,,#coronavirus #coronapanic,1247826539145764864,https://twitter.com/gabrielfrancojr/status/1247826539145764864
2020-04-08 08:52:20,dpa_intl,,0,1,0,"#MORE: Efforts by European Union finance ministers to strike a deal on a package of coronavirus-related fiscal measures ended in disarray early on Wednesday, with talks due to resume later this week ",,,#MORE,1247809491057295360,https://twitter.com/dpa_intl/status/1247809491057295360
2020-04-08 08:24:16,ZTPJohnston,,6,443,368,"Navajo Nation needs your help to fight the #COVID19. I wrote about the issues facing the southwest nation and how you can help for @UPROXX. Please read and donate if you can.",,@UPROXX,#COVID19,1247802426632986628,https://twitter.com/ZTPJohnston/status/1247802426632986628
2020-04-09 14:08:38,Ruptly,,0,9,13,"#Ramadan events may be put on hold to curb #coronavirus spread - #Khamenei #Iran",,,#Ramadan #coronavirus #Khamenei #Iran,1248251476822147073,https://twitter.com/Ruptly/status/1248251476822147073
2020-04-09 12:29:05,Lagarde,,27,66,149,"Full alignment of fiscal and monetary policies - and a level playing field against the virus - is the best way to protect our productive capacity and employment, enabling us to return to sustainable growth and inflation rates once the coronavirus outbreak passes (3/3)",,,,1248226427369111553,https://twitter.com/Lagarde/status/1248226427369111553
2020-04-09 12:14:08,euronews,,9,87,129,"This coronavirus-shaped car is trying to spread #COVID19 awareness in India.",,,#COVID19,1248222663467765762,https://twitter.com/euronews/status/1248222663467765762
2020-04-09 10:41:21,AP_Europe,,2,31,101,"Freed Willy: With humans in coronavirus lockdown, a maritime patrol has filmed remarkable footage of a pair of fin whales coming close to shore in the usually busy Mediterranean. ",,,,1248199313928392706,https://twitter.com/AP_Europe/status/1248199313928392706
2020-04-09 10:15:48,joetke,PenelopeRuzy,0,1,2,"caption: She must be a little crazy to have such a number of gloves... Note: nothing to do with #coronavirus ",,,#coronavirus,1248192886019182592,https://twitter.com/joetke/status/1248192886019182592
